,id,addr,timestamp,Area_of_interest,Communities_of_interest,Destinations,Corridor_preference,Pittsburgh_areas,Allegheny_County_areas,PAAC_Routes_Used,Routing_Type_Preference,Current_Transit_Usage,Other_Transport_Used,Why_Other_Transport_Used,Age,Employment_status,Where_From,Gender,Race,Comments,from_NameGIS,from_LABEL,from_COG,from_FIPS,from_MUNICODE,from_OBJECTID
199,58d60bf2-c50d-4be8-b991-92e08856da7b,72.77.52.191,2019-08-15T16:14:51,Monroeville and Eastern Suburbs,Wilkins Township,Braddock Carnegie Library| Carnegie Free Library of Swissvale| Eastridge Branch Library of Wilkinsburg Public Library| Monroeville Public Library| Turtle Creek Satellite,Monroeville via Forest Hills,Downtown (Pittsburgh),South Hills,P76 - Lincoln Highway Flyer,,Daily commute,Private car,Transit doesnt come often enough,45-54 years old,Full-time employment,Wilkins Township,Woman,White,,WILKINS,Wilkins Township,Turtle Creek Valley,85184,953,4132
200,5ead3ba6-cf70-40ca-9e12-d589f56c57e7,174.229.1.245,2019-08-06T23:26:42,Monroeville and Eastern Suburbs,Braddock Borough| East Pittsburgh Borough| Edgewood Borough| Monroeville| Rankin Borough| Swissvale Borough| Turtle Creek Borough| Wilkins Township,"Waterfront Stacks, Homestead, Pennsylvania 15120, United States| Chick-fil-A, 480 E Waterfront Dr, Homestead, Pennsylvania 15120, United States| Chick-fil-A, 4040 William Penn Hwy, Monroeville, Pennsylvania 15146, United States",Mon Valley via East Busway (P7 Corridor) ,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Hill (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| The Strip (Pittsburgh),Upper Mon Valley,54 - North Side - Oakland - South Side,2,Several times a week,Uber/Lyft| Walking,Public transit is not available where I am travelling to/from,12-17 years old,Part-time employment,Wilkins Township,Woman,Black or African American,,WILKINS,Wilkins Township,Turtle Creek Valley,85184,953,4132
201,2ce78af2-5e7d-48bb-a906-ef4836afbedd,128.147.28.77,2019-06-27T13:40:36,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Forest Hills Borough| McKeesport| Wilkins Township| Wilkinsburg Borough,,Mon Valley via Forest Hills,Downtown (Pittsburgh)| Oakland (Pittsburgh),Upper Mon Valley,69 - Trafford| P76 - Lincoln Highway Flyer,6,Several times a week,Private car| Walking,Transit doesnt come often enough| I usually need to carry too many things| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Wilkins Township,Woman,White,,WILKINS,Wilkins Township,Turtle Creek Valley,85184,953,4132
202,8e0b0a26-711c-497c-a8a6-2be13e402909,71.112.212.161,2019-06-25T01:36:17,Monroeville and Eastern Suburbs,Churchill Borough| Monroeville| Wilkins Township,Sheetz #468| Sheetz #582| Shop n Save - Wilkins Twp| Wilkinsburg Save A Lot| Wm Penn Hwy Sunoco,Mon Valley via Forest Hills,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| Lawrenceville (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),East Hills| User Created,P12 - Holiday Park Flyer,2,No more than once a week,ACCESS,The stops/stations are hard to get to because of bad or no sidewalks,35-44 years old,Full-time employment,Wilkins Township,Man,White,,WILKINS,Wilkins Township,Turtle Creek Valley,85184,953,4132
203,8dd447e0-37ff-49d4-88c4-8b0ddf756ee3,198.206.25.39,2019-06-27T17:44:20,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Monroeville| Swissvale Borough| Turtle Creek Borough| Wilkins Township| Wilkinsburg Borough,Braddock Carnegie Library| Miracle Mile| Sister Thea Bowman Catholic Academy| The Waterfront| Woodland Hills Academy,Mon Valley via East Busway (P7 Corridor) ,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| North Side and North Shore (Pittsburgh),,16 - Brighton| 61A - Swissvale| 61B - Braddock - Swissvale| 61D - Murray| P1 - East Busway - All Stops,,"Rarely, maybe a couple times a year",Bicycle| Private car| Uber/Lyft,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| The stops/stations are hard to get to because of bad or no sidewalks| Too slow| Transit isnt reliable to get me where Im going on time,35-44 years old,Full-time employment,Wilkins Township,Woman,White,,WILKINS,Wilkins Township,Turtle Creek Valley,85184,953,4132
204,1f072174-420a-42f2-ab32-61e06831bd08,208.89.33.128,2019-07-09T17:30:54,Monroeville and Eastern Suburbs,Wilkins Township,"Downtown, Pittsburgh, Pennsylvania 15222, United States| North Versailles Library, 1401 Greensburg Ave, North Versailles, Pennsylvania 15137, United States| Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States| Planet Fitness, 351 Warren Dr, North Versailles, Pennsylvania 15137, United States| Save-A-Lot, 355 Lincoln Hwy, North Versailles, Pennsylvania 15137, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh),,67 - Monroeville| P67 - Monroeville Flyer,2,Daily commute,Private car,No transit service at the times I need it| Too slow,25-34 years old,Full-time employment,Wilkins Township,Woman,White,,WILKINS,Wilkins Township,Turtle Creek Valley,85184,953,4132
205,41c77fdc-0966-45f2-bd6f-4547d9e4cb5d,50.199.173.53,2019-06-27T17:32:48,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Forest Hills Borough| Homestead Borough| Monroeville| North Versailles Township| Swissvale Borough| West Homestead Borough| Wilkins Township| Wilkinsburg Borough,Caldwell Station| Mapleview Terrace | Monroe Meadows| Orchard Park | Prospect Terrace ,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| South Hills neighborhoods (Pittsburgh)| South Side and Station Square (Pittsburgh),North Hills / Parkway North| Northeast Allegheny County| South Hills,52L - Homeville Limited| 55 - Glassport| 59 - Mon Valley| 61A - Swissvale| 64 - Lawrenceville - Waterfront| 67 - Monroeville| 68 - Braddock Hills| 69 - Trafford| 77 - Penn Hills| P1 - East Busway - All Stops,6,"Rarely, maybe a couple times a year",Bicycle| Private car| Walking,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| The stops/stations are hard to get to because of bad or no sidewalks| Too slow,35-44 years old,Full-time employment,Wilkins Township,Woman,White,People need to be able to travel in between the suburbs not just in and out of the city.  That mode of transportation is so very archaic.  More bussing to family public housing communities ,WILKINS,Wilkins Township,Turtle Creek Valley,85184,953,4132
206,d4945611-b38c-43c4-bda8-0c1f66d1be24,75.149.6.101,2019-08-27T18:31:22,Monroeville and Eastern Suburbs,Churchill Borough| Wilkins Township,Forbes Hospital| Monroeville Public Library| Shop n Save - Wilkins Twp| UPMC East| UPMC Urgent Care at Monroeville,Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Hills neighborhoods (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West| North Hills / Parkway North| South Hills,28X - Airport Flyer| 61A - Swissvale| 61B - Braddock - Swissvale| 61C - McKeesport - Homestead| 61D - Murray| 67 - Monroeville| P67 - Monroeville Flyer,3,Daily commute,Carpool| Walking| Other,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| Too slow| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Wilkins Township,Prefer not to say,Other,Possibility of collaborating with local municipalities and businesses in adopting/maintaining the bus stops. Some of them are littered with garbage and could you some love and care.  ,WILKINS,Wilkins Township,Turtle Creek Valley,85184,953,4132
207,529d1b6a-9de4-4b39-b53a-dca3825f2114,174.242.35.95,2019-07-30T23:13:59,McKeesport and the Mon Valley,Braddock Borough| Duquesne| McKeesport| Rankin Borough,,Monroeville via Wilkinsburg (67 Corridor),North Side and North Shore (Pittsburgh),,,"7-Slower buses with windy routes, but with less need to transfer and closer bus stop spacing.",Multiple trips per day,Bicycle| Walking,Public transit is not available where I am travelling to/from,25-34 years old,Full-time employment,Braddock Borough,Man,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
208,49132f71-77e4-4750-9b49-ec02f7af49e9,71.182.202.16,2019-10-01T22:39:06,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| Chalfant Borough| Churchill Borough| East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| Monroeville| North Braddock Borough| North Versailles Township| Rankin Borough| Swissvale Borough| Turtle Creek Borough| Wilkins Township| Wilkinsburg Borough| Wilmerding Borough,"Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States| Giant Eagle, 1705 S Braddock Ave, Pittsburgh, Pennsylvania 15218, United States| Woodland Hills Junior - Senior High School, 2550 Greensburg Pike, Pittsburgh, Pennsylvania 15221, United States| Sunoco, US Route 30, East Pittsburgh, Pennsylvania 15112, United States| Edgewood Towne Center, 1749 S Braddock Ave, Pittsburgh, Pennsylvania 15218, United States",Mon Valley via Forest Hills,Hill (Pittsburgh)| North Side and North Shore (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Side and Station Square (Pittsburgh)| West End neighborhoods (Pittsburgh),Ohio Valley,61B - Braddock - Swissvale,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Never,Private car,Other,25-34 years old,Full-time employment,Braddock Borough,Woman,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
209,0b337b53-85fb-45ad-8132-19fb323b2982,172.58.46.216,2019-08-17T16:48:11,Monroeville and Eastern Suburbs,Braddock Hills Borough| Edgewood Borough| Forest Hills Borough| Monroeville| North Braddock Borough| Swissvale Borough| Turtle Creek Borough| Wilkins Township| Wilkinsburg Borough,"Shop n Save - Wilkins Twp| Monroeville Mall, 200 Monroeville Mall, Monroeville, Pennsylvania 15146, United States| Miracle Mile Shopping Center, 4100 William Penn Hwy, Monroeville, Pennsylvania 15146, United States| Monroeville Convention Center, 209 Mall Blvd, Monroeville, Pennsylvania 15146, United States| Forest Hills, Pennsylvania, United States",Monroeville via Wilkinsburg (67 Corridor),Downtown (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| The Strip (Pittsburgh),,59 - Mon Valley| 61A - Swissvale| 69 - Trafford| 71C - Point Breeze| P67 - Monroeville Flyer| P68 - Braddock Hills Flyer,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Multiple trips per day,Private car| Uber/Lyft| Walking,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it,45-54 years old,Part-time employment,Braddock Hills Borough,Woman,White,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
210,da3ffbf5-c609-4db7-99d6-f854cd442d8d,73.40.202.237,2019-07-02T16:12:48,McKeesport and the Mon Valley,Braddock Borough| Braddock Hills Borough| Duquesne| Homestead Borough| Munhall Borough| North Braddock Borough| North Versailles Township| Swissvale Borough| West Homestead Borough,Braddock Hills Shopping Center| Propel CS-Braddock Hills| The Waterfront,Mon Valley via Homestead (61C Corridor),Downtown (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh),,59 - Mon Valley| 61A - Swissvale| 61B - Braddock - Swissvale| P1 - East Busway - All Stops,,Several times a week,Private car| Walking,Too slow| Transit isnt reliable to get me where Im going on time,12-17 years old,Part-time employment,Braddock Borough,Man,Black or African American| Native Hawaiian or other Pacific Islander,since its public transportation people should be able to get on the bus for free.,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
211,994f46ec-6df7-4a84-b2be-895db3750740,173.136.1.241,2019-08-06T21:09:16,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Churchill Borough| East McKeesport Borough| East Pittsburgh Borough| Forest Hills Borough| McKeesport| Munhall Borough| Wilmerding Borough,Braddock Carnegie Library| General Braddock Tower | Shop n Save McKeesport,Mon Valley via Forest Hills,East End neighborhoods (Pittsburgh)| Lawrenceville (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| The Strip (Pittsburgh),,61A - Swissvale| 86 - Liberty| 88 - Penn| P1 - East Busway - All Stops,2,No more than once a week,Private car,Other,35-44 years old,Full-time employment,Braddock Borough,Man,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
212,ea484a2d-e718-4c2a-a3c0-45dbbd46e795,24.3.50.195,2019-06-25T01:40:27,McKeesport and the Mon Valley,Braddock Borough| Braddock Hills Borough| Forest Hills Borough| Homestead Borough| North Braddock Borough| North Versailles Township| Rankin Borough| Swissvale Borough,Braddock Hills Shopping Center| General Braddock Tower | Mapleview Terrace | The Waterfront| Wal Mart,Mon Valley via East Busway (P7 Corridor) ,Downtown (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),Allegheny Valley| Upper Mon Valley,61A - Swissvale,,"Rarely, maybe a couple times a year",ACCESS| Jitney,Too slow| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Braddock Hills Borough,Woman,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
213,d473440a-cd55-433d-a7fd-c26b914d9111,99.203.187.83,2019-06-25T01:04:06,McKeesport and the Mon Valley,Braddock Borough| Turtle Creek Borough,User Created| User Created| User Created,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh),,P1 - East Busway - All Stops,4-A Balance.,Daily commute,ACCESS,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| Too expensive,25-34 years old,Full-time employment,Braddock Borough,Woman,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
214,6445ebd0-e1ae-40ba-820e-9054aa8acd00,174.229.11.127,2019-06-28T13:06:16,McKeesport and the Mon Valley,Braddock Borough| Homestead Borough| Munhall Borough| North Braddock Borough| West Homestead Borough,,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Side and Station Square (Pittsburgh),South Hills,61A - Swissvale| 61B - Braddock - Swissvale| 71C - Point Breeze| P1 - East Busway - All Stops| P3 - East Busway - Oakland,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Multiple trips per day,Bicycle| Uber/Lyft,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| Too slow| I usually need to carry too many things,55-64 years old,Part-time employment,Braddock Borough,Man,White,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
215,b11e2d6d-8d34-46b3-a236-4d799649c259,99.203.128.98,2019-08-05T19:20:06,McKeesport and the Mon Valley,Braddock Borough| East Pittsburgh Borough| Forest Hills Borough| Homestead Borough| North Braddock Borough| Rankin Borough| Swissvale Borough| Turtle Creek Borough,Braddock Carnegie Library| Braddock Hills Shopping Center| Propel CS-Braddock Hills| Propel CS-East| Turtle Creek Satellite,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| North Side and North Shore (Pittsburgh),Upper Mon Valley,44 - Knoxville| 55 - Glassport| 59 - Mon Valley| P1 - East Busway - All Stops| P68 - Braddock Hills Flyer,4-A Balance.,Daily commute,Private car| Uber/Lyft,Public transit is not available where I am travelling to/from| Other,18-24 years old,Full-time employment,Braddock Borough,Woman,Black or African American,"The transit app is very reliable, easy way to find out when a bus is coming & if your in a unknown area it tells you what buses come in that area & where the bus stop is located.",BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
216,512f9a49-9290-460d-b628-91f3ee82ad64,71.182.143.180,2019-07-27T17:42:59,McKeesport and the Mon Valley,Braddock Borough| Munhall Borough| Turtle Creek Borough,"Community Family Practice UPMC| Homestead Apartments B | Kane Regional Center McKeesport| The Waterfront| 416 Library Street, Braddock, Pennsylvania 15104, United States",Monroeville via Wilkinsburg (67 Corridor),Downtown (Pittsburgh)| North Side and North Shore (Pittsburgh)| South Side and Station Square (Pittsburgh),South Hills,55 - Glassport| 59 - Mon Valley| 61A - Swissvale,6,Multiple trips per day,Jitney| Private car| Uber/Lyft| Walking,I usually need to carry too many things,35-44 years old,Full-time employment,Braddock Borough,Woman,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
217,54468147-54ec-4739-a1cf-43e50781fe48,71.61.201.125,2019-08-05T16:02:29,McKeesport and the Mon Valley,Braddock Borough| Duquesne| East McKeesport Borough| East Pittsburgh Borough| North Braddock Borough| North Versailles Township| Swissvale Borough| Turtle Creek Borough,Ardmore Shopping Center| Braddock Hills Shopping Center| Industrial Center of McKeesport / McKeesport Commons| The Waterfront| Warren Drive / Walmart Drive (North Versailles),Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| South Side and Station Square (Pittsburgh),Northeast Allegheny County| Upper Mon Valley,55 - Glassport| 61B - Braddock - Swissvale| 61C - McKeesport - Homestead| P1 - East Busway - All Stops,,Several times a week,Uber/Lyft| Walking,Too expensive| Transit isnt reliable to get me where Im going on time,18-24 years old,Unemployed,Braddock Borough,Man,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
218,4c27c318-5aee-4424-89e1-3f381e588115,184.195.203.254,2019-08-06T19:59:07,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Edgewood Borough| Forest Hills Borough| Homestead Borough| Monroeville| Swissvale Borough| Turtle Creek Borough| West Homestead Borough| Wilkinsburg Borough,"Homestead Apartments B | UPMC East| Oakland, Oakland, Pennsylvania 15213, United States| Walmart Photo Center, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States| Braddock Hills Shopping Plaza, Braddock Hills, Pennsylvania 15221, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| The Strip (Pittsburgh),East Hills,61A - Swissvale| 71 - Edgewood Town Center| 71A - Negley| 71B - Highland Park| 71C - Point Breeze| 71D - Hamilton| P1 - East Busway - All Stops| P3 - East Busway - Oakland,6,Multiple trips per day,Jitney| Uber/Lyft| Walking,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| Too expensive| The stops/stations are hard to get to because of bad or no sidewalks| I usually need to carry too many things| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Braddock Borough,Woman,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
219,bf88d2a5-aa85-43aa-8a99-b459371fcc76,208.89.33.38,2019-06-24T17:09:51,McKeesport and the Mon Valley,Braddock Borough| Braddock Hills Borough| East McKeesport Borough| East Pittsburgh Borough| Forest Hills Borough| Homestead Borough| Munhall Borough| North Braddock Borough| North Versailles Township| Rankin Borough| Turtle Creek Borough,ALDI| Carnegie Library of Homestead| Duquesne Save A Lot| HOMESTEAD UPMC COMMUNITY LIFE CENTER,Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Hill (Pittsburgh)| North Side and North Shore (Pittsburgh)| Oakland (Pittsburgh)| The Strip (Pittsburgh),North Hills / Parkway North| Upper Mon Valley,64 - Lawrenceville - Waterfront,2,Several times a week,ACCESS| Heritage Community Transportation| Private car,Public transit is not available where I am travelling to/from| No transit service at the times I need it| Too expensive,45-54 years old,Full-time employment,Braddock Borough,Woman,Mixed-race,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
220,1eabd3c1-ebbd-4538-8859-ce16e1972588,172.58.46.236,2019-08-08T05:20:17,McKeesport and the Mon Valley,Duquesne| Homestead Borough| North Versailles Township| Swissvale Borough,Braddock Carnegie Library| Family Dollar #4675| Keystone Commons| Propel CS-Braddock Hills| West Carter Parklet,Mon Valley via Homestead (61C Corridor),Mon Valley neighborhoods (Pittsburgh),,59 - Mon Valley| 61B - Braddock - Swissvale,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Daily commute,Jitney,Other,12-17 years old,Unemployed,Braddock Borough,Man,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
221,326f95be-09c6-485c-965d-fd9bbafe9b51,184.195.203.254,2019-08-06T20:32:41,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Duquesne| Homestead Borough| McKeesport| Monroeville,"803 East Pittsburgh Mckeesport Boulevard, North Versailles, Pennsylvania 15137, United States| Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States",Mon Valley via Forest Hills,Oakland (Pittsburgh)| The Strip (Pittsburgh),,61A - Swissvale,2,No more than once a week,Walking,Other,35-44 years old,Unemployed,Braddock Borough,Man,Black or African American,josh did va good job,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
222,af8c4e4a-65ea-42a8-8254-8904f7f255b0,71.60.125.121,2019-10-02T12:14:22,McKeesport and the Mon Valley,Braddock Borough| Braddock Hills Borough| East Pittsburgh Borough| Forest Hills Borough| Homestead Borough| McKeesport| North Versailles Township| Swissvale Borough| Turtle Creek Borough| West Homestead Borough,Carnegie Library of Homestead| Edgewood Towne Center| John Fraser Hall | Macedonia Church| The Waterfront,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West,61B - Braddock - Swissvale,,Several times a week,ACCESS| Heritage Community Transportation,Transit doesnt come often enough| Too slow,65-74 years old,Part-time employment,Braddock Borough,Woman,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
223,a25b2753-e81c-4dce-b7ca-da50f1276aa9,184.195.238.23,2019-08-06T18:31:04,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Chalfant Borough| East Pittsburgh Borough| Monroeville| North Versailles Township| Turtle Creek Borough| Wall Borough| Wilmerding Borough,"General Braddock Tower | UPMC East| Target, 4004 Monroeville Blvd, Monroeville, Pennsylvania 15146, United States| Haymaker Village Shops, Monroeville, Pennsylvania 15146, United States",Monroeville via Braddock & Turtle Creek,Highland Park and surrounding neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| The Strip (Pittsburgh),Upper Mon Valley,59 - Mon Valley| 61A - Swissvale| 61B - Braddock - Swissvale| 67 - Monroeville| 68 - Braddock Hills| 69 - Trafford,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Daily commute,Heritage Community Transportation| Jitney,Transit doesnt come often enough| No transit service at the times I need it| Too expensive| I usually need to carry too many things,55-64 years old,Retired,Braddock Borough,Woman,Other,price is to high for transit. Buses dont show on time. bus service is cut off on center street in wilksnburgh seniors cant get up and down hills. there has to be transfers. ,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
224,c2524662-e2a9-4244-bde8-08712b682390,72.65.233.12,2019-06-22T15:53:21,McKeesport and the Mon Valley,Braddock Hills Borough| Homestead Borough| North Braddock Borough| North Versailles Township| Turtle Creek Borough,Airbrake Ave. Playground| Braddock Carnegie Library| Carnegie Free Library of Swissvale| Wal Mart| User Created,Mon Valley via East Busway (P7 Corridor) ,Highland Park and surrounding neighborhoods (Pittsburgh)| North Side and North Shore (Pittsburgh)| Oakland (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West| East Hills,59 - Mon Valley| 67 - Monroeville| 69 - Trafford,2,Several times a week,ACCESS| Bicycle| Jitney| Private car| Uber/Lyft,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| Too slow| I usually need to carry too many things,35-44 years old,Part-time employment,Braddock Borough,Genderqueer/Non-Binary,Mixed-race,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
225,a703dd9e-11d5-4bc1-98b6-8d95e3c6981a,172.58.201.224,2019-08-10T17:23:46,McKeesport and the Mon Valley,Homestead Borough| North Versailles Township,"Waterfront Stacks, Homestead, Pennsylvania 15120, United States| North Versailles Bowling Center, 356 Lincoln Hwy, North Versailles, Pennsylvania 15137, United States",Mon Valley via Homestead (61C Corridor),Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| North Side and North Shore (Pittsburgh)| Oakland (Pittsburgh),East Hills,59 - Mon Valley| 61A - Swissvale,2,Several times a week,Private car,The stops/stations are hard to get to because of bad or no sidewalks,18-24 years old,Full-time employment,Braddock Borough,Man,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
226,eea25338-e071-4198-80cc-037eb53f6358,172.58.46.216,2019-08-17T17:08:48,Monroeville and Eastern Suburbs,Forest Hills Borough| Monroeville| Swissvale Borough| Wilkins Township,Braddock Hills Shopping Center| The Presbyterian Church of Pitcairn,Mon Valley via Westinghouse Bridge,Downtown (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),Airport Corridor / Parkway West,P68 - Braddock Hills Flyer,2,"Rarely, maybe a couple times a year",Private car,Other,45-54 years old,Full-time employment,Braddock Hills Borough,Woman,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
227,deda5dce-c7a9-4180-817d-304fd698806e,108.39.156.80,2019-06-25T02:41:57,Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| Edgewood Borough| Forest Hills Borough| Monroeville| North Braddock Borough| Swissvale Borough| Turtle Creek Borough,Forbes Hospital| General Braddock Tower | Mapleview Terrace | User Created,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh),,P1 - East Busway - All Stops| P3 - East Busway - Oakland,"7-Slower buses with windy routes, but with less need to transfer and closer bus stop spacing.","Rarely, maybe a couple times a year",ACCESS| Jitney,Transit doesnt come often enough| Too slow| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Braddock Borough,Woman,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
228,353d28b4-d382-4658-983b-fd1af0caacb7,173.113.236.36,2019-08-10T20:14:11,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Turtle Creek Borough,"Target, 6231 Penn Ave, East Liberty, Pennsylvania 15206, United States| Downtown, Pittsburgh, Pennsylvania 15222, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| North Side and North Shore (Pittsburgh)| Oakland (Pittsburgh),,61A - Swissvale| 61B - Braddock - Swissvale| P1 - East Busway - All Stops,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Multiple trips per day,Private car| Uber/Lyft| Walking,Too slow,18-24 years old,Full-time employment,Braddock Borough,Man,Black or African American,,BRADDOCK HILLS,Braddock Hills Borough,Steel Rivers,8008,872,65
